state_id,machine_nr,state_code,state_desc,start_time,end_time
S0002407,M000021,3-Idle,Idle,2025-12-01T16:17:36,2025-12-01T18:58:02
S0000836,M000021,2-Stand By,Stand By,2025-12-01T18:58:02,2025-12-01T19:12:46
S0002408,M000021,3-Idle,Idle,2025-12-01T19:12:46,2025-12-02T06:31:42
S0000837,M000021,1-P,Productive,2025-12-02T06:31:42,2025-12-02T06:54:59
S0002409,M000021,3-Idle,Idle,2025-12-02T06:54:59,2025-12-03T10:41:57
S0000838,M000021,2-Stand By,Stand By,2025-12-03T10:41:57,2025-12-03T11:24:51
S0002410,M000021,3-Idle,Idle,2025-12-03T11:24:51,2025-12-03T15:24:43
S0000839,M000021,2-Stand By,Stand By,2025-12-03T15:24:43,2025-12-03T15:35:38
S0002411,M000021,3-Idle,Idle,2025-12-03T15:35:38,2025-12-03T15:59:39
S0000840,M000021,1-P,Productive,2025-12-03T15:59:39,2025-12-03T20:19:35
S0002412,M000021,3-Idle,Idle,2025-12-03T20:19:35,2025-12-04T01:02:50
S0000841,M000021,2-Stand By,Stand By,2025-12-04T01:02:50,2025-12-04T01:29:54
S0002413,M000021,3-Idle,Idle,2025-12-04T01:29:54,2025-12-04T23:29:56
S0000842,M000021,1-P,Productive,2025-12-04T23:29:56,2025-12-04T23:54:31
S0002414,M000021,3-Idle,Idle,2025-12-04T23:54:31,2025-12-05T04:21:56
S0000843,M000021,2-Stand By,Stand By,2025-12-05T04:21:56,2025-12-05T04:37:06
S0002415,M000021,3-Idle,Idle,2025-12-05T04:37:06,2025-12-05T07:47:37
S0000844,M000021,1-P,Productive,2025-12-05T07:47:37,2025-12-05T11:19:42
S0002416,M000021,3-Idle,Idle,2025-12-05T11:19:42,2025-12-05T16:15:24
S0000845,M000021,1-P,Productive,2025-12-05T16:15:24,2025-12-05T20:55:52
S0002417,M000021,3-Idle,Idle,2025-12-05T20:55:52,2025-12-06T03:56:28
S0000846,M000021,2-Stand By,Stand By,2025-12-06T03:56:28,2025-12-06T04:04:00
S0002418,M000021,3-Idle,Idle,2025-12-06T04:04:00,2025-12-06T07:16:52
S0000847,M000021,1-P,Productive,2025-12-06T07:16:52,2025-12-06T10:47:41
S0002419,M000021,3-Idle,Idle,2025-12-06T10:47:41,2025-12-06T15:06:44
S0000848,M000021,2-Stand By,Stand By,2025-12-06T15:06:44,2025-12-06T15:52:15
S0002420,M000021,3-Idle,Idle,2025-12-06T15:52:15,2025-12-07T00:01:04
S0000849,M000021,2-Stand By,Stand By,2025-12-07T00:01:04,2025-12-07T00:17:51
S0002421,M000021,3-Idle,Idle,2025-12-07T00:17:51,2025-12-07T15:35:11
S0000850,M000021,2-Stand By,Stand By,2025-12-07T15:35:11,2025-12-07T16:17:56
S0002422,M000021,3-Idle,Idle,2025-12-07T16:17:56,2025-12-07T19:20:06
S0000851,M000021,1-P,Productive,2025-12-07T19:20:06,2025-12-07T22:18:01
S0002423,M000021,3-Idle,Idle,2025-12-07T22:18:01,2025-12-08T08:12:11
S0000852,M000021,2-Stand By,Stand By,2025-12-08T08:12:11,2025-12-08T08:37:36
S0002424,M000021,3-Idle,Idle,2025-12-08T08:37:36,2025-12-09T01:36:24
S0000853,M000021,1-P,Productive,2025-12-09T01:36:24,2025-12-09T03:01:31
S0002425,M000021,3-Idle,Idle,2025-12-09T03:01:31,2025-12-09T13:56:55
S0000854,M000021,2-Stand By,Stand By,2025-12-09T13:56:55,2025-12-09T14:09:45
S0002426,M000021,3-Idle,Idle,2025-12-09T14:09:45,2025-12-09T14:23:42
S0000855,M000021,2-Stand By,Stand By,2025-12-09T14:23:42,2025-12-09T14:55:40
S0002427,M000021,3-Idle,Idle,2025-12-09T14:55:40,2025-12-10T09:24:36
S0000856,M000021,2-Stand By,Stand By,2025-12-10T09:24:36,2025-12-10T09:32:13
S0002428,M000021,3-Idle,Idle,2025-12-10T09:32:13,2025-12-11T06:23:09
S0000857,M000021,2-Stand By,Stand By,2025-12-11T06:23:09,2025-12-11T07:01:35
S0000858,M000021,2-Stand By,Stand By,2025-12-11T07:00:35,2025-12-11T07:01:35
S0002429,M000021,3-Idle,Idle,2025-12-11T07:01:35,2025-12-11T23:43:33
S0000859,M000021,2-Stand By,Stand By,2025-12-11T23:43:33,2025-12-11T23:45:18
S0002430,M000021,3-Idle,Idle,2025-12-11T23:45:18,2025-12-12T03:24:55
S0000860,M000021,2-Stand By,Stand By,2025-12-12T03:24:55,2025-12-12T04:23:42
S0002431,M000021,3-Idle,Idle,2025-12-12T04:23:42,2025-12-12T12:50:02
S0000861,M000021,2-Stand By,Stand By,2025-12-12T12:50:02,2025-12-12T13:11:40
S0002432,M000021,3-Idle,Idle,2025-12-12T13:11:40,2025-12-13T08:30:02
S0000862,M000021,2-Stand By,Stand By,2025-12-13T08:30:02,2025-12-13T09:29:28
S0002433,M000021,3-Idle,Idle,2025-12-13T09:29:28,2025-12-13T09:59:30
S0000863,M000021,1-P,Productive,2025-12-13T09:59:30,2025-12-13T12:40:22
S0002434,M000021,3-Idle,Idle,2025-12-13T12:40:22,2025-12-13T21:30:44
S0000864,M000021,2-Stand By,Stand By,2025-12-13T21:30:44,2025-12-13T22:28:17
S0002435,M000021,3-Idle,Idle,2025-12-13T22:28:17,2025-12-14T18:00:59
S0000865,M000021,2-Stand By,Stand By,2025-12-14T18:00:59,2025-12-14T18:11:41
S0002436,M000021,3-Idle,Idle,2025-12-14T18:11:41,2025-12-15T00:30:07
S0000866,M000021,1-P,Productive,2025-12-15T00:30:07,2025-12-15T02:28:56
S0000867,M000022,2-Stand By,Stand By,2025-11-25T13:04:39,2025-11-25T14:04:02
S0002437,M000022,3-Idle,Idle,2025-11-25T14:04:02,2025-11-25T17:57:32
S0000868,M000022,1-P,Productive,2025-11-25T17:57:32,2025-11-25T20:57:42
S0002438,M000022,3-Idle,Idle,2025-11-25T20:57:42,2025-11-26T07:07:54
S0000869,M000022,1-P,Productive,2025-11-26T07:07:54,2025-11-26T13:01:43
S0002439,M000022,3-Idle,Idle,2025-11-26T13:01:43,2025-11-26T14:33:39
S0000870,M000022,1-P,Productive,2025-11-26T14:33:39,2025-11-28T23:59:59.999999
S0000871,M000022,5-Err,Error,2025-11-26T14:44:33,2025-11-27T00:18:42
S0000872,M000022,2-Stand By,Stand By,2025-11-27T00:18:42,2025-11-27T01:07:35
S0002440,M000022,3-Idle,Idle,2025-11-27T01:07:35,2025-11-27T03:44:41
S0000873,M000022,2-Stand By,Stand By,2025-11-27T03:44:41,2025-11-27T04:05:39
S0002441,M000022,3-Idle,Idle,2025-11-27T04:05:39,2025-11-28T03:45:05
S0000874,M000022,2-Stand By,Stand By,2025-11-28T03:45:05,2025-11-28T04:37:06
S0002442,M000022,3-Idle,Idle,2025-11-28T04:37:06,2025-11-28T21:34:32
S0000875,M000022,1-P,Productive,2025-11-28T21:34:32,2025-11-28T23:59:59.999999
S0000876,M000022,1-P,Productive,2025-11-28T22:23:53,2025-11-28T23:59:59.999999
S0002443,M000022,3-Idle,Idle,2025-11-28T23:59:59.999999,2025-11-29T09:38:11
S0000877,M000022,2-Stand By,Stand By,2025-11-29T09:38:11,2025-11-29T10:32:13
S0002444,M000022,3-Idle,Idle,2025-11-29T10:32:13,2025-11-29T15:54:08
S0000878,M000022,1-P,Productive,2025-11-29T15:54:08,2025-11-29T20:35:56
S0002445,M000022,3-Idle,Idle,2025-11-29T20:35:56,2025-11-29T23:25:23
S0000879,M000022,1-P,Productive,2025-11-29T23:25:23,2025-11-29T23:52:46
S0002446,M000022,3-Idle,Idle,2025-11-29T23:52:46,2025-11-30T05:58:40
S0000880,M000022,2-Stand By,Stand By,2025-11-30T05:58:40,2025-11-30T06:36:06
S0002447,M000022,3-Idle,Idle,2025-11-30T06:36:06,2025-12-01T01:16:28
S0000881,M000022,2-Stand By,Stand By,2025-12-01T01:16:28,2025-12-01T01:48:10
S0002448,M000022,3-Idle,Idle,2025-12-01T01:48:10,2025-12-01T13:51:19
S0000882,M000022,1-P,Productive,2025-12-01T13:51:19,2025-12-01T18:21:40
S0002449,M000022,3-Idle,Idle,2025-12-01T18:21:40,2025-12-01T23:10:42
S0000883,M000022,2-Stand By,Stand By,2025-12-01T23:10:42,2025-12-01T23:59:04
S0002450,M000022,3-Idle,Idle,2025-12-01T23:59:04,2025-12-02T16:32:10
S0000884,M000022,1-P,Productive,2025-12-02T16:32:10,2025-12-02T20:23:56
S0002451,M000022,3-Idle,Idle,2025-12-02T20:23:56,2025-12-03T03:35:59
S0000885,M000022,2-Stand By,Stand By,2025-12-03T03:35:59,2025-12-03T04:29:58
S0002452,M000022,3-Idle,Idle,2025-12-03T04:29:58,2025-12-03T17:58:37
S0000886,M000022,1-P,Productive,2025-12-03T17:58:37,2025-12-03T22:28:45
S0002453,M000022,3-Idle,Idle,2025-12-03T22:28:45,2025-12-04T07:16:19
S0000887,M000022,1-P,Productive,2025-12-04T07:16:19,2025-12-04T08:30:58
S0002454,M000022,3-Idle,Idle,2025-12-04T08:30:58,2025-12-04T11:29:21
S0000888,M000022,1-P,Productive,2025-12-04T11:29:21,2025-12-04T12:48:45
S0002455,M000022,3-Idle,Idle,2025-12-04T12:48:45,2025-12-04T23:33:36
S0000889,M000022,2-Stand By,Stand By,2025-12-04T23:33:36,2025-12-04T23:59:59.999999
S0002456,M000022,3-Idle,Idle,2025-12-04T23:59:59.999999,2025-12-05T21:11:44
S0000890,M000022,1-P,Productive,2025-12-05T21:11:44,2025-12-05T23:59:59.999999
S0002457,M000022,3-Idle,Idle,2025-12-05T23:59:59.999999,2025-12-06T01:01:51
S0000891,M000022,1-P,Productive,2025-12-06T01:01:51,2025-12-06T03:49:23
S0002458,M000022,3-Idle,Idle,2025-12-06T03:49:23,2025-12-07T08:56:26
S0000892,M000022,1-P,Productive,2025-12-07T08:56:26,2025-12-07T13:12:54
S0000893,M000022,2-Stand By,Stand By,2025-12-07T09:21:20,2025-12-07T09:39:01
S0002459,M000022,3-Idle,Idle,2025-12-07T09:39:01,2025-12-07T15:36:00
S0000894,M000022,1-P,Productive,2025-12-07T15:36:00,2025-12-07T19:18:09
S0002460,M000022,3-Idle,Idle,2025-12-07T19:18:09,2025-12-08T06:42:53
S0000895,M000022,2-Stand By,Stand By,2025-12-08T06:42:53,2025-12-08T07:40:22
S0002461,M000022,3-Idle,Idle,2025-12-08T07:40:22,2025-12-08T13:01:39
S0000896,M000022,1-P,Productive,2025-12-08T13:01:39,2025-12-08T16:15:36
S0000897,M000022,2-Stand By,Stand By,2025-12-08T16:11:42,2025-12-08T16:32:49
S0002462,M000022,3-Idle,Idle,2025-12-08T16:32:49,2025-12-09T18:45:59
S0000898,M000022,1-P,Productive,2025-12-09T18:45:59,2025-12-09T20:00:01
S0002463,M000022,3-Idle,Idle,2025-12-09T20:00:01,2025-12-09T22:33:35
S0000899,M000022,1-P,Productive,2025-12-09T22:33:35,2025-12-09T23:59:59.999999
S0002464,M000022,3-Idle,Idle,2025-12-09T23:59:59.999999,2025-12-10T11:47:54
S0000900,M000022,2-Stand By,Stand By,2025-12-10T11:47:54,2025-12-10T12:41:22
S0002465,M000022,3-Idle,Idle,2025-12-10T12:41:22,2025-12-10T16:49:54
S0000901,M000022,2-Stand By,Stand By,2025-12-10T16:49:54,2025-12-10T16:52:51
S0002466,M000022,3-Idle,Idle,2025-12-10T16:52:51,2025-12-11T09:58:26
S0000902,M000022,1-P,Productive,2025-12-11T09:58:26,2025-12-11T15:04:42
S0000903,M000022,1-P,Productive,2025-12-11T12:06:57,2025-12-11T15:04:42
S0002467,M000022,3-Idle,Idle,2025-12-11T15:04:42,2025-12-11T23:11:19
S0000904,M000022,1-P,Productive,2025-12-11T23:11:19,2025-12-11T23:59:59.999999
S0002468,M000022,3-Idle,Idle,2025-12-11T23:59:59.999999,2025-12-12T09:17:24
S0000905,M000022,2-Stand By,Stand By,2025-12-12T09:17:24,2025-12-12T10:02:24
S0002469,M000022,3-Idle,Idle,2025-12-12T10:02:24,2025-12-12T15:49:20
S0000906,M000022,1-P,Productive,2025-12-12T15:49:20,2025-12-12T15:57:06
S0002470,M000022,3-Idle,Idle,2025-12-12T15:57:06,2025-12-12T16:34:05
S0000907,M000022,2-Stand By,Stand By,2025-12-12T16:34:05,2025-12-12T17:22:15
S0002471,M000022,3-Idle,Idle,2025-12-12T17:22:15,2025-12-13T16:57:09
S0000908,M000022,1-P,Productive,2025-12-13T16:57:09,2025-12-13T19:26:07
S0002472,M000022,3-Idle,Idle,2025-12-13T19:26:07,2025-12-14T06:38:08
S0000909,M000022,1-P,Productive,2025-12-14T06:38:08,2025-12-14T10:52:51
S0000910,M000022,2-Stand By,Stand By,2025-12-14T09:07:13,2025-12-14T09:39:31
S0002473,M000022,3-Idle,Idle,2025-12-14T09:39:31,2025-12-15T05:06:01
S0000911,M000022,2-Stand By,Stand By,2025-12-15T05:06:01,2025-12-15T05:46:04
S0002474,M000022,3-Idle,Idle,2025-12-15T05:46:04,2025-12-15T06:16:36
S0000912,M000022,1-P,Productive,2025-12-15T06:16:36,2025-12-15T09:19:29
S0000913,M000023,1-P,Productive,2025-11-25T05:26:43,2025-11-25T06:50:36
S0000914,M000023,2-Stand By,Stand By,2025-11-25T06:18:27,2025-11-25T06:27:34
S0002475,M000023,3-Idle,Idle,2025-11-25T06:27:34,2025-11-25T06:32:16
S0000915,M000023,1-P,Productive,2025-11-25T06:32:16,2025-11-25T06:50:36
S0002476,M000023,3-Idle,Idle,2025-11-25T06:50:36,2025-11-26T02:04:46
S0000916,M000023,2-Stand By,Stand By,2025-11-26T02:04:46,2025-11-26T02:14:08
S0002477,M000023,3-Idle,Idle,2025-11-26T02:14:08,2025-11-26T13:49:00
S0000917,M000023,2-Stand By,Stand By,2025-11-26T13:49:00,2025-11-26T13:50:29
S0002478,M000023,3-Idle,Idle,2025-11-26T13:50:29,2025-11-26T20:33:42
S0000918,M000023,1-P,Productive,2025-11-26T20:33:42,2025-11-26T21:45:06
S0002479,M000023,3-Idle,Idle,2025-11-26T21:45:06,2025-11-27T08:19:17
S0000919,M000023,2-Stand By,Stand By,2025-11-27T08:19:17,2025-11-27T08:38:14
S0002480,M000023,3-Idle,Idle,2025-11-27T08:38:14,2025-11-28T15:50:54
S0000920,M000023,1-P,Productive,2025-11-28T15:50:54,2025-11-28T20:27:16
S0002481,M000023,3-Idle,Idle,2025-11-28T20:27:16,2025-11-29T07:56:45
S0000921,M000023,1-P,Productive,2025-11-29T07:56:45,2025-11-29T11:48:43
S0002482,M000023,3-Idle,Idle,2025-11-29T11:48:43,2025-11-30T05:25:23
S0000922,M000023,2-Stand By,Stand By,2025-11-30T05:25:23,2025-11-30T05:35:50
S0002483,M000023,3-Idle,Idle,2025-11-30T05:35:50,2025-11-30T17:23:41
S0000923,M000023,1-P,Productive,2025-11-30T17:23:41,2025-11-30T19:27:32
S0000924,M000023,1-P,Productive,2025-11-30T18:24:20,2025-11-30T19:27:32
S0002484,M000023,3-Idle,Idle,2025-11-30T19:27:32,2025-12-01T18:47:15
S0000925,M000023,2-Stand By,Stand By,2025-12-01T18:47:15,2025-12-01T18:54:27
S0002485,M000023,3-Idle,Idle,2025-12-01T18:54:27,2025-12-02T15:56:34
S0000926,M000023,1-P,Productive,2025-12-02T15:56:34,2025-12-02T21:28:06
S0000927,M000023,2-Stand By,Stand By,2025-12-02T18:54:02,2025-12-02T19:22:33
S0002486,M000023,3-Idle,Idle,2025-12-02T19:22:33,2025-12-03T01:19:02
S0000928,M000023,2-Stand By,Stand By,2025-12-03T01:19:02,2025-12-03T01:39:32
S0002487,M000023,3-Idle,Idle,2025-12-03T01:39:32,2025-12-03T20:17:54
S0000929,M000023,2-Stand By,Stand By,2025-12-03T20:17:54,2025-12-03T21:14:35
S0002488,M000023,3-Idle,Idle,2025-12-03T21:14:35,2025-12-04T02:35:00
S0000930,M000023,2-Stand By,Stand By,2025-12-04T02:35:00,2025-12-04T03:32:44
S0002489,M000023,3-Idle,Idle,2025-12-04T03:32:44,2025-12-05T11:17:19
S0000931,M000023,2-Stand By,Stand By,2025-12-05T11:17:19,2025-12-05T11:50:16
S0002490,M000023,3-Idle,Idle,2025-12-05T11:50:16,2025-12-05T23:50:58
S0000932,M000023,2-Stand By,Stand By,2025-12-05T23:50:58,2025-12-05T23:59:59.999999
S0002491,M000023,3-Idle,Idle,2025-12-05T23:59:59.999999,2025-12-06T00:32:19
S0000933,M000023,1-P,Productive,2025-12-06T00:32:19,2025-12-06T04:06:06
S0002492,M000023,3-Idle,Idle,2025-12-06T04:06:06,2025-12-06T04:09:51
S0000934,M000023,2-Stand By,Stand By,2025-12-06T04:09:51,2025-12-06T05:03:33
S0002493,M000023,3-Idle,Idle,2025-12-06T05:03:33,2025-12-06T12:40:03
S0000935,M000023,1-P,Productive,2025-12-06T12:40:03,2025-12-06T18:08:24
S0002494,M000023,3-Idle,Idle,2025-12-06T18:08:24,2025-12-07T15:59:21
S0000936,M000023,2-Stand By,Stand By,2025-12-07T15:59:21,2025-12-07T16:25:33
S0002495,M000023,3-Idle,Idle,2025-12-07T16:25:33,2025-12-07T18:26:29
S0000937,M000023,1-P,Productive,2025-12-07T18:26:29,2025-12-07T21:23:40
S0002496,M000023,3-Idle,Idle,2025-12-07T21:23:40,2025-12-08T01:56:22
S0000938,M000023,1-P,Productive,2025-12-08T01:56:22,2025-12-08T04:46:28
S0000939,M000023,1-P,Productive,2025-12-08T02:59:25,2025-12-08T04:46:28
S0002497,M000023,3-Idle,Idle,2025-12-08T04:46:28,2025-12-09T12:10:37
S0000940,M000023,2-Stand By,Stand By,2025-12-09T12:10:37,2025-12-09T12:12:13
S0002498,M000023,3-Idle,Idle,2025-12-09T12:12:13,2025-12-09T16:53:05
S0000941,M000023,2-Stand By,Stand By,2025-12-09T16:53:05,2025-12-09T17:02:38
S0002499,M000023,3-Idle,Idle,2025-12-09T17:02:38,2025-12-09T22:54:50
S0000942,M000023,2-Stand By,Stand By,2025-12-09T22:54:50,2025-12-09T23:08:06
S0002500,M000023,3-Idle,Idle,2025-12-09T23:08:06,2025-12-10T20:35:47
S0000943,M000023,2-Stand By,Stand By,2025-12-10T20:35:47,2025-12-10T21:18:22
S0000944,M000023,1-P,Productive,2025-12-10T20:46:59,2025-12-10T23:59:59.999999
S0002501,M000023,3-Idle,Idle,2025-12-10T23:59:59.999999,2025-12-11T17:07:05
S0000945,M000023,2-Stand By,Stand By,2025-12-11T17:07:05,2025-12-11T17:10:09
S0002502,M000023,3-Idle,Idle,2025-12-11T17:10:09,2025-12-11T20:20:10
S0000946,M000023,1-P,Productive,2025-12-11T20:20:10,2025-12-11T23:04:43
S0002503,M000023,3-Idle,Idle,2025-12-11T23:04:43,2025-12-12T21:45:01
S0000947,M000023,2-Stand By,Stand By,2025-12-12T21:45:01,2025-12-12T22:41:04
S0002504,M000023,3-Idle,Idle,2025-12-12T22:41:04,2025-12-13T01:52:18
S0000948,M000023,1-P,Productive,2025-12-13T01:52:18,2025-12-13T06:19:08
S0000949,M000023,2-Stand By,Stand By,2025-12-13T03:11:36,2025-12-13T03:27:31
S0002505,M000023,3-Idle,Idle,2025-12-13T03:27:31,2025-12-13T23:11:55
S0000950,M000023,1-P,Productive,2025-12-13T23:11:55,2025-12-13T23:41:42
S0002506,M000023,3-Idle,Idle,2025-12-13T23:41:42,2025-12-14T17:45:16
S0000951,M000023,2-Stand By,Stand By,2025-12-14T17:45:16,2025-12-14T18:03:19
S0002507,M000023,3-Idle,Idle,2025-12-14T18:03:19,2025-12-15T00:58:17
S0000952,M000023,2-Stand By,Stand By,2025-12-15T00:58:17,2025-12-15T01:30:27
S0002508,M000023,3-Idle,Idle,2025-12-15T01:30:27,2025-12-15T02:54:12
S0000953,M000023,1-P,Productive,2025-12-15T02:54:12,2025-12-15T07:38:38
S0002509,M000023,3-Idle,Idle,2025-12-15T07:38:38,2025-12-15T07:50:09
S0000954,M000023,1-P,Productive,2025-12-15T07:50:09,2025-12-15T10:30:14
S0000955,M000024,2-Stand By,Stand By,2025-11-25T06:29:11,2025-11-25T06:59:13
S0002510,M000024,3-Idle,Idle,2025-11-25T06:59:13,2025-11-25T07:28:46
S0000956,M000024,1-P,Productive,2025-11-25T07:28:46,2025-11-25T09:44:49
S0002511,M000024,3-Idle,Idle,2025-11-25T09:44:49,2025-11-25T20:07:56
S0000957,M000024,1-P,Productive,2025-11-25T20:07:56,2025-11-25T23:59:59.999999
S0002512,M000024,3-Idle,Idle,2025-11-25T23:59:59.999999,2025-11-26T04:16:32
S0000958,M000024,1-P,Productive,2025-11-26T04:16:32,2025-11-26T08:50:24
S0002513,M000024,3-Idle,Idle,2025-11-26T08:50:24,2025-11-26T15:44:49
S0000959,M000024,2-Stand By,Stand By,2025-11-26T15:44:49,2025-11-26T16:32:12
S0002514,M000024,3-Idle,Idle,2025-11-26T16:32:12,2025-11-27T04:44:25
S0000960,M000024,2-Stand By,Stand By,2025-11-27T04:44:25,2025-11-27T04:58:14
S0002515,M000024,3-Idle,Idle,2025-11-27T04:58:14,2025-11-27T05:24:02
S0000961,M000024,1-P,Productive,2025-11-27T05:24:02,2025-11-27T10:57:37
S0002516,M000024,3-Idle,Idle,2025-11-27T10:57:37,2025-11-28T07:43:30
S0000962,M000024,2-Stand By,Stand By,2025-11-28T07:43:30,2025-11-28T08:29:06
S0002517,M000024,3-Idle,Idle,2025-11-28T08:29:06,2025-11-29T02:24:32
S0000963,M000024,1-P,Productive,2025-11-29T02:24:32,2025-12-01T10:05:31
S0000964,M000024,5-Err,Error,2025-11-29T03:02:15,2025-11-30T03:44:54
S0000965,M000024,2-Stand By,Stand By,2025-11-30T03:44:54,2025-11-30T03:48:59
S0002518,M000024,3-Idle,Idle,2025-11-30T03:48:59,2025-12-01T04:13:16
S0000966,M000024,1-P,Productive,2025-12-01T04:13:16,2025-12-01T10:05:31
S0002519,M000024,3-Idle,Idle,2025-12-01T10:05:31,2025-12-01T20:55:58
S0000967,M000024,2-Stand By,Stand By,2025-12-01T20:55:58,2025-12-01T21:23:47
S0002520,M000024,3-Idle,Idle,2025-12-01T21:23:47,2025-12-02T09:53:54
S0000968,M000024,2-Stand By,Stand By,2025-12-02T09:53:54,2025-12-02T10:32:57
S0002521,M000024,3-Idle,Idle,2025-12-02T10:32:57,2025-12-02T16:07:02
S0000969,M000024,1-P,Productive,2025-12-02T16:07:02,2025-12-02T19:57:03
S0002522,M000024,3-Idle,Idle,2025-12-02T19:57:03,2025-12-03T04:51:20
S0000970,M000024,2-Stand By,Stand By,2025-12-03T04:51:20,2025-12-03T05:14:35
S0002523,M000024,3-Idle,Idle,2025-12-03T05:14:35,2025-12-03T17:19:48
S0000971,M000024,1-P,Productive,2025-12-03T17:19:48,2025-12-03T20:10:25
S0002524,M000024,3-Idle,Idle,2025-12-03T20:10:25,2025-12-04T01:22:13
S0000972,M000024,2-Stand By,Stand By,2025-12-04T01:22:13,2025-12-04T01:37:46
S0002525,M000024,3-Idle,Idle,2025-12-04T01:37:46,2025-12-05T12:33:47
S0000973,M000024,2-Stand By,Stand By,2025-12-05T12:33:47,2025-12-05T13:32:43
S0002526,M000024,3-Idle,Idle,2025-12-05T13:32:43,2025-12-05T15:51:51
S0000974,M000024,2-Stand By,Stand By,2025-12-05T15:51:51,2025-12-05T16:06:13
S0002527,M000024,3-Idle,Idle,2025-12-05T16:06:13,2025-12-05T21:04:12
S0000975,M000024,2-Stand By,Stand By,2025-12-05T21:04:12,2025-12-05T22:00:25
S0002528,M000024,3-Idle,Idle,2025-12-05T22:00:25,2025-12-06T08:47:21
S0000976,M000024,1-P,Productive,2025-12-06T08:47:21,2025-12-06T10:05:06
S0002529,M000024,3-Idle,Idle,2025-12-06T10:05:06,2025-12-07T00:42:44
S0000977,M000024,2-Stand By,Stand By,2025-12-07T00:42:44,2025-12-07T00:48:29
S0002530,M000024,3-Idle,Idle,2025-12-07T00:48:29,2025-12-08T08:56:57
S0000978,M000024,2-Stand By,Stand By,2025-12-08T08:56:57,2025-12-08T09:03:43
S0002531,M000024,3-Idle,Idle,2025-12-08T09:03:43,2025-12-09T06:56:18
S0000979,M000024,2-Stand By,Stand By,2025-12-09T06:56:18,2025-12-09T07:51:37
S0002532,M000024,3-Idle,Idle,2025-12-09T07:51:37,2025-12-09T13:45:10
S0000980,M000024,1-P,Productive,2025-12-09T13:45:10,2025-12-09T18:10:34
S0002533,M000024,3-Idle,Idle,2025-12-09T18:10:34,2025-12-09T21:32:09
S0000981,M000024,2-Stand By,Stand By,2025-12-09T21:32:09,2025-12-09T22:03:02
S0002534,M000024,3-Idle,Idle,2025-12-09T22:03:02,2025-12-10T23:24:24
S0000982,M000024,1-P,Productive,2025-12-10T23:24:24,2025-12-10T23:27:31
S0002535,M000024,3-Idle,Idle,2025-12-10T23:27:31,2025-12-11T05:43:14
S0000983,M000024,2-Stand By,Stand By,2025-12-11T05:43:14,2025-12-11T06:23:54
S0002536,M000024,3-Idle,Idle,2025-12-11T06:23:54,2025-12-11T09:03:31
S0000984,M000024,2-Stand By,Stand By,2025-12-11T09:03:31,2025-12-11T09:11:19
S0002537,M000024,3-Idle,Idle,2025-12-11T09:11:19,2025-12-12T08:36:10
S0000985,M000024,1-P,Productive,2025-12-12T08:36:10,2025-12-12T09:42:37
S0002538,M000024,3-Idle,Idle,2025-12-12T09:42:37,2025-12-13T01:38:03
S0000986,M000024,1-P,Productive,2025-12-13T01:38:03,2025-12-13T07:35:31
S0002539,M000024,3-Idle,Idle,2025-12-13T07:35:31,2025-12-13T16:32:22
S0000987,M000024,1-P,Productive,2025-12-13T16:32:22,2025-12-13T18:01:27
S0002540,M000024,3-Idle,Idle,2025-12-13T18:01:27,2025-12-14T06:16:15
S0000988,M000024,2-Stand By,Stand By,2025-12-14T06:16:15,2025-12-14T06:52:25
S0002541,M000024,3-Idle,Idle,2025-12-14T06:52:25,2025-12-14T17:37:07
S0000989,M000024,1-P,Productive,2025-12-14T17:37:07,2025-12-14T21:10:35
S0002542,M000024,3-Idle,Idle,2025-12-14T21:10:35,2025-12-15T06:35:53
S0000990,M000024,1-P,Productive,2025-12-15T06:35:53,2025-12-15T09:15:52
S0000991,M000024,2-Stand By,Stand By,2025-12-15T07:17:33,2025-12-15T07:31:43
S0002543,M000024,3-Idle,Idle,2025-12-15T07:31:43,2025-12-15T12:35:25
S0000992,M000024,5-Err,Error,2025-12-15T12:35:25,
S0000993,M000025,2-Stand By,Stand By,2025-11-25T09:06:36,2025-11-25T09:07:50
S0002544,M000025,3-Idle,Idle,2025-11-25T09:07:50,2025-11-25T15:59:52
S0000994,M000025,2-Stand By,Stand By,2025-11-25T15:59:52,2025-11-25T16:12:04
S0002545,M000025,3-Idle,Idle,2025-11-25T16:12:04,2025-11-25T19:42:39
S0000995,M000025,1-P,Productive,2025-11-25T19:42:39,2025-11-25T23:31:12
S0002546,M000025,3-Idle,Idle,2025-11-25T23:31:12,2025-11-26T16:17:36
S0000996,M000025,2-Stand By,Stand By,2025-11-26T16:17:36,2025-11-26T16:40:36
S0002547,M000025,3-Idle,Idle,2025-11-26T16:40:36,2025-11-27T09:50:10
S0000997,M000025,2-Stand By,Stand By,2025-11-27T09:50:10,2025-11-27T10:26:20
S0000998,M000025,2-Stand By,Stand By,2025-11-27T10:11:12,2025-11-27T10:26:20
S0002548,M000025,3-Idle,Idle,2025-11-27T10:26:20,2025-11-28T21:03:25
S0000999,M000025,2-Stand By,Stand By,2025-11-28T21:03:25,2025-11-28T21:53:24
S0002549,M000025,3-Idle,Idle,2025-11-28T21:53:24,2025-11-29T22:15:52
S0001000,M000025,1-P,Productive,2025-11-29T22:15:52,2025-11-29T23:59:59.999999
