event_id,machine_nr,event_time,event_type,metric_value
E00001656,M000017,2025-12-05T14:13:22,lot_completed,8.353
E00001657,M000018,2025-12-05T02:41:11,test_started,
E00001658,M000018,2025-12-05T03:30:58,test_completed,99.33
E00001659,M000019,2025-12-05T07:27:29,test_started,
E00001660,M000019,2025-12-05T07:40:36,test_completed,64.254
E00001661,M000019,2025-12-05T10:45:01,test_started,
E00001662,M000019,2025-12-05T11:11:07,test_completed,84.379
E00001663,M000020,2025-12-05T08:03:30,test_started,
E00001664,M000020,2025-12-05T08:04:57,test_completed,29.262
E00001665,M000020,2025-12-05T08:58:51,test_started,
E00001666,M000020,2025-12-05T09:33:02,test_completed,89.515
E00001667,M000020,2025-12-05T16:51:30,test_started,
E00001668,M000020,2025-12-05T17:43:30,test_completed,10.944
E00001669,M000021,2025-12-05T04:21:56,test_started,
E00001670,M000021,2025-12-05T04:37:06,test_completed,42.11
E00001671,M000021,2025-12-05T07:47:37,lot_started,
E00001672,M000021,2025-12-05T11:19:42,lot_completed,42.511
E00001673,M000021,2025-12-05T16:15:24,lot_started,
E00001674,M000021,2025-12-05T20:55:52,lot_completed,71.201
E00001675,M000022,2025-12-05T21:11:44,lot_started,
E00001676,M000022,2025-12-05T23:59:59.999999,lot_completed,89.806
E00001677,M000023,2025-12-05T11:17:19,test_started,
E00001678,M000023,2025-12-05T11:50:16,test_completed,13.476
E00001679,M000023,2025-12-05T23:50:58,test_started,
E00001680,M000023,2025-12-05T23:59:59.999999,test_completed,99.071
E00001681,M000024,2025-12-05T12:33:47,test_started,
E00001682,M000024,2025-12-05T13:32:43,test_completed,21.786
E00001683,M000024,2025-12-05T15:51:51,test_started,
E00001684,M000024,2025-12-05T16:06:13,test_completed,66.854
E00001685,M000024,2025-12-05T21:04:12,test_started,
E00001686,M000024,2025-12-05T22:00:25,test_completed,27.142
E00001687,M000025,2025-12-05T10:21:35,test_started,
E00001688,M000025,2025-12-05T11:21:20,test_completed,44.384
E00001689,M000025,2025-12-05T15:07:28,lot_started,
E00001690,M000025,2025-12-05T19:12:59,lot_completed,91.051
E00001691,M000025,2025-12-05T22:41:53,test_started,
E00001692,M000025,2025-12-05T23:17:48,test_completed,99.274
E00001693,M000026,2025-12-05T18:32:00,test_started,
E00001694,M000026,2025-12-05T18:49:26,test_completed,15.509
E00001695,M000027,2025-12-05T09:02:05,lot_started,
E00001696,M000027,2025-12-05T12:40:29,lot_completed,22.536
E00001697,M000027,2025-12-05T14:59:31,lot_started,
E00001698,M000027,2025-12-05T19:16:30,lot_completed,60.221
E00001699,M000028,2025-12-05T08:00:21,test_started,
E00001700,M000028,2025-12-05T08:19:10,test_completed,0.793
E00001701,M000028,2025-12-05T10:38:10,lot_started,
E00001702,M000028,2025-12-05T14:34:32,lot_completed,28.168
E00001703,M000029,2025-12-05T10:57:20,lot_started,
E00001704,M000029,2025-12-05T12:19:32,lot_completed,9.736
E00001705,M000029,2025-12-05T15:14:39,lot_started,
E00001706,M000029,2025-12-05T19:12:09,lot_completed,11.092
E00001707,M000029,2025-12-05T20:10:35,lot_started,
E00001708,M000029,2025-12-05T23:05:22,lot_completed,30.725
E00001709,M000030,2025-12-05T01:08:46,test_started,
E00001710,M000030,2025-12-05T01:28:41,test_completed,55.884
E00001711,M000030,2025-12-05T16:25:36,lot_started,
E00001712,M000030,2025-12-05T18:56:09,lot_completed,16.874
E00001713,M000031,2025-12-05T12:18:51,lot_started,
E00001714,M000031,2025-12-05T12:39:18,lot_completed,12.869
E00001715,M000031,2025-12-05T18:37:30,lot_started,
E00001716,M000031,2025-12-05T21:43:36,lot_completed,83.259
E00001717,M000032,2025-12-05T06:05:44,lot_started,
E00001718,M000032,2025-12-05T08:31:37,lot_completed,1.763
E00001719,M000032,2025-12-05T10:39:58,lot_started,
E00001720,M000032,2025-12-05T14:54:18,lot_completed,81.628
E00001721,M000033,2025-12-05T22:30:16,test_started,
E00001722,M000033,2025-12-05T22:38:01,test_completed,12.45
E00001723,M000034,2025-12-05T00:36:00,lot_started,
E00001724,M000034,2025-12-05T02:34:18,lot_completed,35.384
E00001725,M000034,2025-12-05T13:58:12,lot_started,
E00001726,M000034,2025-12-05T18:17:00,lot_completed,86.813
E00001727,M000034,2025-12-05T20:44:05,test_started,
E00001728,M000034,2025-12-05T20:57:30,test_completed,97.981
E00001729,M000035,2025-12-05T17:10:51,test_started,
E00001730,M000035,2025-12-05T17:28:27,test_completed,43.233
E00001731,M000036,2025-12-05T03:39:44,test_started,
E00001732,M000036,2025-12-05T04:33:44,test_completed,9.312
E00001733,M000036,2025-12-05T15:09:10,test_started,
E00001734,M000036,2025-12-05T15:20:10,test_completed,91.023
E00001735,M000036,2025-12-05T16:28:33,test_started,
E00001736,M000036,2025-12-05T17:24:28,test_completed,77.618
E00001737,M000037,2025-12-05T03:00:49,test_started,
E00001738,M000037,2025-12-05T03:26:00,test_completed,11.08
E00001739,M000038,2025-12-05T03:40:15,test_started,
E00001740,M000038,2025-12-05T03:51:34,test_completed,87.121
E00001741,M000038,2025-12-05T07:24:35,test_started,
E00001742,M000038,2025-12-05T08:17:43,test_completed,8.16
E00001743,M000038,2025-12-05T12:03:33,test_started,
E00001744,M000038,2025-12-05T12:42:04,test_completed,58.336
E00001745,M000039,2025-12-05T17:51:54,test_started,
E00001746,M000039,2025-12-05T18:47:57,test_completed,50.02
E00001747,M000040,2025-12-05T13:15:20,test_started,
E00001748,M000040,2025-12-05T14:11:03,test_completed,17.434
E00001749,M000040,2025-12-05T19:03:17,lot_started,
E00001750,M000040,2025-12-05T19:25:20,error,17.722
E00001751,M000001,2025-12-06T04:53:33,lot_started,
E00001752,M000001,2025-12-06T06:09:56,lot_completed,8.479
E00001753,M000001,2025-12-06T05:27:42,test_started,
E00001754,M000001,2025-12-06T06:02:46,test_completed,54.806
E00001755,M000001,2025-12-06T07:33:07,test_started,
E00001756,M000001,2025-12-06T08:15:18,test_completed,63.91
E00001757,M000002,2025-12-06T19:48:54,test_started,
E00001758,M000002,2025-12-06T20:21:31,test_completed,28.012
E00001759,M000002,2025-12-06T23:31:50,lot_started,
E00001760,M000002,2025-12-06T23:59:59.999999,lot_completed,37.802
E00001761,M000003,2025-12-06T05:06:52,test_started,
E00001762,M000003,2025-12-06T05:22:13,test_completed,15.513
E00001763,M000003,2025-12-06T22:12:33,test_started,
E00001764,M000003,2025-12-06T22:43:14,test_completed,62.767
E00001765,M000004,2025-12-06T02:15:01,lot_started,
E00001766,M000004,2025-12-06T07:26:41,lot_completed,90.106
E00001767,M000004,2025-12-06T08:13:31,test_started,
E00001768,M000004,2025-12-06T08:36:35,test_completed,15.308
E00001769,M000004,2025-12-06T12:39:09,lot_started,
E00001770,M000004,2025-12-06T18:17:36,lot_completed,39.339
E00001771,M000005,2025-12-06T00:00:29,lot_started,
E00001772,M000005,2025-12-06T00:49:10,lot_completed,87.744
E00001773,M000005,2025-12-06T02:39:44,lot_started,
E00001774,M000005,2025-12-06T03:14:18,lot_completed,20.839
E00001775,M000005,2025-12-06T02:42:01,test_started,
E00001776,M000005,2025-12-06T03:05:34,test_completed,68.195
E00001777,M000006,2025-12-06T05:46:13,test_started,
E00001778,M000006,2025-12-06T05:52:11,test_completed,35.433
E00001779,M000006,2025-12-06T07:17:22,test_started,
E00001780,M000006,2025-12-06T07:48:38,test_completed,83.171
E00001781,M000006,2025-12-06T12:56:25,lot_started,
E00001782,M000006,2025-12-06T13:27:58,lot_completed,14.821
E00001783,M000007,2025-12-06T02:28:55,lot_started,
E00001784,M000007,2025-12-06T07:10:29,lot_completed,2.37
E00001785,M000007,2025-12-06T07:20:50,test_started,
E00001786,M000007,2025-12-06T08:06:17,test_completed,31.035
E00001787,M000007,2025-12-06T07:41:09,lot_started,
E00001788,M000007,2025-12-06T08:06:06,lot_completed,28.809
E00001789,M000008,2025-12-06T22:43:03,test_started,
E00001790,M000008,2025-12-06T22:45:10,test_completed,84.46
E00001791,M000009,2025-12-06T03:53:02,test_started,
E00001792,M000009,2025-12-06T04:47:05,test_completed,65.419
E00001793,M000009,2025-12-06T08:30:05,test_started,
E00001794,M000009,2025-12-06T09:04:39,test_completed,19.185
E00001795,M000010,2025-12-06T04:45:58,test_started,
E00001796,M000010,2025-12-06T04:48:31,test_completed,64.282
E00001797,M000011,2025-12-06T05:44:00,lot_started,
E00001798,M000011,2025-12-06T11:21:55,lot_completed,46.012
E00001799,M000012,2025-12-06T00:07:29,lot_started,
E00001800,M000012,2025-12-06T06:04:23,lot_completed,63.681
E00001801,M000013,2025-12-06T02:56:10,test_started,
E00001802,M000013,2025-12-06T03:12:30,test_completed,37.678
E00001803,M000013,2025-12-06T03:26:57,test_started,
E00001804,M000013,2025-12-06T04:04:39,test_completed,13.572
E00001805,M000014,2025-12-06T05:04:22,lot_started,
E00001806,M000014,2025-12-06T06:00:13,lot_completed,77.178
E00001807,M000014,2025-12-06T10:50:22,lot_started,
E00001808,M000014,2025-12-06T16:40:53,lot_completed,75.334
E00001809,M000015,2025-12-06T14:23:40,test_started,
E00001810,M000015,2025-12-06T15:07:58,test_completed,0.769
E00001811,M000016,2025-12-06T17:04:02,test_started,
E00001812,M000016,2025-12-06T17:16:49,test_completed,20.932
E00001813,M000016,2025-12-06T17:05:18,lot_started,
E00001814,M000016,2025-12-06T21:58:08,lot_completed,64.184
E00001815,M000017,2025-12-06T15:45:10,lot_started,
E00001816,M000017,2025-12-06T20:14:30,lot_completed,22.786
E00001817,M000018,2025-12-06T04:11:07,test_started,
E00001818,M000018,2025-12-06T04:16:10,test_completed,69.574
E00001819,M000019,2025-12-06T15:43:34,test_started,
E00001820,M000019,2025-12-06T16:34:22,test_completed,40.701
E00001821,M000020,2025-12-06T16:45:46,test_started,
E00001822,M000020,2025-12-06T17:11:36,test_completed,3.922
E00001823,M000020,2025-12-06T23:55:28,test_started,
E00001824,M000020,2025-12-06T23:59:59.999999,test_completed,82.655
E00001825,M000021,2025-12-06T03:56:28,test_started,
E00001826,M000021,2025-12-06T04:04:00,test_completed,83.434
E00001827,M000021,2025-12-06T07:16:52,lot_started,
E00001828,M000021,2025-12-06T10:47:41,lot_completed,19.494
E00001829,M000021,2025-12-06T15:06:44,test_started,
E00001830,M000021,2025-12-06T15:52:15,test_completed,77.919
E00001831,M000022,2025-12-06T01:01:51,lot_started,
E00001832,M000022,2025-12-06T03:49:23,lot_completed,18.135
E00001833,M000023,2025-12-06T00:32:19,lot_started,
E00001834,M000023,2025-12-06T04:06:06,lot_completed,84.248
E00001835,M000023,2025-12-06T04:09:51,test_started,
E00001836,M000023,2025-12-06T05:03:33,test_completed,83.913
E00001837,M000023,2025-12-06T12:40:03,lot_started,
E00001838,M000023,2025-12-06T18:08:24,lot_completed,35.121
E00001839,M000024,2025-12-06T08:47:21,lot_started,
E00001840,M000024,2025-12-06T10:05:06,lot_completed,74.677
E00001841,M000025,2025-12-06T12:49:16,lot_started,
E00001842,M000025,2025-12-06T17:48:59,lot_completed,45.541
E00001843,M000025,2025-12-06T21:23:45,test_started,
E00001844,M000025,2025-12-06T21:43:54,test_completed,70.278
E00001845,M000026,2025-12-06T00:24:01,lot_started,
E00001846,M000026,2025-12-06T02:54:18,lot_completed,5.846
E00001847,M000026,2025-12-06T11:58:46,test_started,
E00001848,M000026,2025-12-06T12:18:08,test_completed,5.222
E00001849,M000026,2025-12-06T13:37:17,test_started,
E00001850,M000026,2025-12-06T14:34:44,test_completed,70.493
E00001851,M000027,2025-12-06T16:35:29,lot_started,
E00001852,M000027,2025-12-06T16:58:59,lot_completed,40.095
E00001853,M000027,2025-12-06T20:26:54,lot_started,
E00001854,M000027,2025-12-06T21:28:57,lot_completed,61.294
E00001855,M000027,2025-12-06T21:11:00,test_started,
E00001856,M000027,2025-12-06T21:40:17,test_completed,56.582
E00001857,M000028,2025-12-06T03:22:43,lot_started,
E00001858,M000028,2025-12-06T05:56:19,lot_completed,57.058
E00001859,M000028,2025-12-06T04:42:05,lot_started,
E00001860,M000028,2025-12-06T08:35:31,lot_completed,1.691
E00001861,M000028,2025-12-06T09:23:36,test_started,
E00001862,M000028,2025-12-06T09:58:56,test_completed,13.854
E00001863,M000029,2025-12-06T01:20:00,test_started,
E00001864,M000029,2025-12-06T02:18:48,test_completed,89.921
E00001865,M000029,2025-12-06T17:00:27,lot_started,
E00001866,M000029,2025-12-06T19:42:04,lot_completed,41.34
E00001867,M000030,2025-12-06T23:50:26,test_started,
E00001868,M000030,2025-12-06T23:59:59.999999,test_completed,86.676
E00001869,M000031,2025-12-06T09:33:25,lot_started,
E00001870,M000031,2025-12-06T12:32:04,lot_completed,98.6
E00001871,M000032,2025-12-06T05:06:03,lot_started,
E00001872,M000032,2025-12-06T06:00:06,lot_completed,16.39
E00001873,M000033,2025-12-06T05:13:04,lot_started,
E00001874,M000033,2025-12-06T09:44:48,lot_completed,91.038
E00001875,M000033,2025-12-06T15:01:56,lot_started,
E00001876,M000033,2025-12-06T20:46:20,lot_completed,82.884
E00001877,M000033,2025-12-06T18:55:03,test_started,
E00001878,M000033,2025-12-06T19:23:16,test_completed,61.156
E00001879,M000034,2025-12-06T10:16:02,lot_started,
E00001880,M000034,2025-12-06T10:26:52,lot_completed,63.25
E00001881,M000034,2025-12-06T18:09:08,lot_started,
E00001882,M000034,2025-12-06T21:28:47,lot_completed,47.993
E00001883,M000034,2025-12-06T20:11:46,lot_started,
E00001884,M000034,2025-12-06T21:48:13,lot_completed,90.677
E00001885,M000035,2025-12-06T15:27:38,lot_started,
E00001886,M000035,2025-12-06T21:17:18,lot_completed,74.092
E00001887,M000036,2025-12-06T09:08:42,test_started,
E00001888,M000036,2025-12-06T09:30:22,test_completed,40.674
E00001889,M000036,2025-12-06T13:07:18,test_started,
E00001890,M000036,2025-12-06T13:37:43,test_completed,36.835
E00001891,M000037,2025-12-06T04:50:04,test_started,
E00001892,M000037,2025-12-06T05:07:39,test_completed,63.7
E00001893,M000037,2025-12-06T05:30:58,test_started,
E00001894,M000037,2025-12-06T06:00:37,test_completed,96.082
E00001895,M000037,2025-12-06T15:01:31,test_started,
E00001896,M000037,2025-12-06T15:43:20,test_completed,4.854
E00001897,M000038,2025-12-06T12:32:54,lot_started,
E00001898,M000038,2025-12-06T18:27:57,lot_completed,69.542
E00001899,M000038,2025-12-06T17:57:38,lot_started,
E00001900,M000038,2025-12-06T20:05:42,lot_completed,33.311
E00001901,M000038,2025-12-06T18:01:31,lot_started,
E00001902,M000038,2025-12-06T23:09:46,lot_completed,58.782
E00001903,M000039,2025-12-06T06:11:17,test_started,
E00001904,M000039,2025-12-06T06:32:33,test_completed,26.978
E00001905,M000039,2025-12-06T15:17:29,lot_started,
E00001906,M000039,2025-12-06T19:40:31,lot_completed,35.748
E00001907,M000040,2025-12-06T14:18:15,test_started,
E00001908,M000040,2025-12-06T15:14:34,test_completed,4.563
E00001909,M000040,2025-12-06T17:41:30,test_started,
E00001910,M000040,2025-12-06T18:15:16,test_completed,53.021
E00001911,M000001,2025-12-07T05:23:58,test_started,
E00001912,M000001,2025-12-07T05:32:46,test_completed,11.086
E00001913,M000001,2025-12-07T07:29:57,test_started,
E00001914,M000001,2025-12-07T07:40:15,test_completed,46.902
E00001915,M000002,2025-12-07T05:37:18,test_started,
E00001916,M000002,2025-12-07T06:35:17,test_completed,15.588
E00001917,M000002,2025-12-07T16:21:05,lot_started,
E00001918,M000002,2025-12-07T19:59:45,lot_completed,33.443
E00001919,M000002,2025-12-07T19:08:58,test_started,
E00001920,M000002,2025-12-07T19:42:47,test_completed,28.933
E00001921,M000003,2025-12-07T02:55:47,lot_started,
E00001922,M000003,2025-12-07T05:51:33,lot_completed,40.474
E00001923,M000003,2025-12-07T07:48:46,test_started,
E00001924,M000003,2025-12-07T08:06:04,test_completed,30.024
E00001925,M000004,2025-12-07T12:44:32,test_started,
E00001926,M000004,2025-12-07T13:41:16,test_completed,68.124
E00001927,M000004,2025-12-07T16:04:58,test_started,
E00001928,M000004,2025-12-07T16:13:41,test_completed,67.482
E00001929,M000005,2025-12-07T10:30:46,lot_started,
E00001930,M000005,2025-12-07T15:52:44,lot_completed,10.873
E00001931,M000006,2025-12-07T00:37:01,test_started,
E00001932,M000006,2025-12-07T00:45:03,test_completed,39.856
E00001933,M000006,2025-12-07T09:23:37,test_started,
E00001934,M000006,2025-12-07T09:44:14,test_completed,54.617
E00001935,M000006,2025-12-07T09:24:16,test_started,
E00001936,M000006,2025-12-07T09:34:37,test_completed,49.219
E00001937,M000007,2025-12-07T13:47:36,test_started,
E00001938,M000007,2025-12-07T14:09:28,test_completed,89.044
E00001939,M000008,2025-12-07T08:33:47,lot_started,
E00001940,M000008,2025-12-07T10:26:07,lot_completed,48.521
E00001941,M000008,2025-12-07T22:54:26,lot_started,
E00001942,M000008,2025-12-07T23:59:59.999999,lot_completed,21.925
E00001943,M000009,2025-12-07T02:13:44,test_started,
E00001944,M000009,2025-12-07T03:08:22,test_completed,27.587
E00001945,M000009,2025-12-07T07:33:12,test_started,
E00001946,M000009,2025-12-07T08:05:10,test_completed,46.973
E00001947,M000009,2025-12-07T22:22:24,test_started,
E00001948,M000009,2025-12-07T22:51:46,test_completed,6.826
E00001949,M000010,2025-12-07T12:32:35,lot_started,
E00001950,M000010,2025-12-07T16:03:03,lot_completed,54.513
E00001951,M000011,2025-12-07T05:11:25,lot_started,
E00001952,M000011,2025-12-07T07:38:56,lot_completed,49.683
E00001953,M000011,2025-12-07T12:02:49,test_started,
E00001954,M000011,2025-12-07T12:35:18,test_completed,31.861
E00001955,M000011,2025-12-07T18:11:59,lot_started,
E00001956,M000011,2025-12-07T20:45:58,lot_completed,72.821
E00001957,M000012,2025-12-07T04:07:50,test_started,
E00001958,M000012,2025-12-07T04:14:41,test_completed,74.248
E00001959,M000012,2025-12-07T04:47:47,test_started,
E00001960,M000012,2025-12-07T04:54:51,test_completed,42.372
E00001961,M000012,2025-12-07T20:48:07,lot_started,
E00001962,M000012,2025-12-07T20:51:12,lot_completed,55.98
E00001963,M000013,2025-12-07T02:59:00,test_started,
E00001964,M000013,2025-12-07T03:07:59,test_completed,67.699
E00001965,M000013,2025-12-07T03:41:33,test_started,
E00001966,M000013,2025-12-07T04:10:30,test_completed,68.311
E00001967,M000013,2025-12-07T04:05:43,lot_started,
E00001968,M000013,2025-12-07T10:00:14,lot_completed,45.111
E00001969,M000014,2025-12-07T14:29:13,lot_started,
E00001970,M000014,2025-12-07T18:51:19,lot_completed,38.71
E00001971,M000014,2025-12-07T15:52:07,lot_started,
E00001972,M000014,2025-12-07T21:35:30,lot_completed,83.063
E00001973,M000014,2025-12-07T16:02:33,test_started,
E00001974,M000014,2025-12-07T16:48:01,test_completed,4.353
E00001975,M000015,2025-12-07T23:59:32,lot_started,
E00001976,M000015,2025-12-07T23:59:59.999999,error,33.794
E00001977,M000016,2025-12-07T15:21:35,test_started,
E00001978,M000016,2025-12-07T16:04:20,test_completed,98.935
E00001979,M000017,2025-12-07T20:00:18,test_started,
E00001980,M000017,2025-12-07T20:09:08,test_completed,87.25
E00001981,M000017,2025-12-07T20:36:06,test_started,
E00001982,M000017,2025-12-07T20:40:28,test_completed,2.75
E00001983,M000018,2025-12-07T18:23:06,test_started,
E00001984,M000018,2025-12-07T19:07:55,test_completed,39.052
E00001985,M000019,2025-12-07T04:40:18,lot_started,
E00001986,M000019,2025-12-07T05:57:44,lot_completed,55.402
E00001987,M000019,2025-12-07T10:30:08,lot_started,
E00001988,M000019,2025-12-07T12:19:28,lot_completed,92.506
E00001989,M000020,2025-12-07T17:49:43,test_started,
E00001990,M000020,2025-12-07T18:43:59,test_completed,36.385
E00001991,M000021,2025-12-07T00:01:04,test_started,
E00001992,M000021,2025-12-07T00:17:51,test_completed,71.063
E00001993,M000021,2025-12-07T15:35:11,test_started,
E00001994,M000021,2025-12-07T16:17:56,test_completed,93.619
E00001995,M000021,2025-12-07T19:20:06,lot_started,
E00001996,M000021,2025-12-07T22:18:01,lot_completed,10.875
E00001997,M000022,2025-12-07T08:56:26,lot_started,
E00001998,M000022,2025-12-07T13:12:54,lot_completed,56.77
E00001999,M000022,2025-12-07T09:21:20,test_started,
E00002000,M000022,2025-12-07T09:39:01,test_completed,89.745
E00002001,M000022,2025-12-07T15:36:00,lot_started,
E00002002,M000022,2025-12-07T19:18:09,lot_completed,44.19
E00002003,M000023,2025-12-07T15:59:21,test_started,
E00002004,M000023,2025-12-07T16:25:33,test_completed,53.678
E00002005,M000023,2025-12-07T18:26:29,lot_started,
E00002006,M000023,2025-12-07T21:23:40,lot_completed,76.345
E00002007,M000024,2025-12-07T00:42:44,test_started,
E00002008,M000024,2025-12-07T00:48:29,test_completed,71.532
E00002009,M000025,2025-12-07T04:28:03,lot_started,
E00002010,M000025,2025-12-07T05:10:19,lot_completed,16.771
E00002011,M000025,2025-12-07T08:24:51,test_started,
E00002012,M000025,2025-12-07T09:17:00,test_completed,47.344
E00002013,M000025,2025-12-07T17:17:56,test_started,
E00002014,M000025,2025-12-07T17:31:11,test_completed,23.305
E00002015,M000026,2025-12-07T16:08:54,test_started,
E00002016,M000026,2025-12-07T16:50:02,test_completed,28.19
E00002017,M000026,2025-12-07T23:37:04,lot_started,
E00002018,M000026,2025-12-07T23:59:59.999999,error,14.879
E00002019,M000027,2025-12-07T06:36:31,test_started,
E00002020,M000027,2025-12-07T06:41:56,test_completed,25.672
E00002021,M000028,2025-12-07T14:15:29,test_started,
E00002022,M000028,2025-12-07T15:06:51,test_completed,76.781
E00002023,M000029,2025-12-07T03:24:18,test_started,
E00002024,M000029,2025-12-07T04:06:00,test_completed,35.679
E00002025,M000029,2025-12-07T14:29:43,lot_started,
E00002026,M000029,2025-12-07T19:25:58,lot_completed,61.759
E00002027,M000030,2025-12-07T16:33:07,lot_started,
E00002028,M000030,2025-12-07T20:05:18,lot_completed,99.099
E00002029,M000031,2025-12-07T09:07:24,lot_started,
E00002030,M000031,2025-12-07T10:51:09,lot_completed,25.727
E00002031,M000031,2025-12-07T12:29:11,lot_started,
E00002032,M000031,2025-12-07T18:24:10,lot_completed,3.636
E00002033,M000032,2025-12-07T08:05:55,lot_started,
E00002034,M000032,2025-12-07T13:36:33,lot_completed,14.963
E00002035,M000032,2025-12-07T10:21:35,lot_started,
E00002036,M000032,2025-12-07T10:39:38,lot_completed,43.576
E00002037,M000033,2025-12-07T16:01:09,test_started,
E00002038,M000033,2025-12-07T16:05:11,test_completed,44.666
E00002039,M000034,2025-12-07T10:26:50,lot_started,
E00002040,M000034,2025-12-07T16:04:15,lot_completed,52.19
E00002041,M000034,2025-12-07T13:01:13,lot_started,
E00002042,M000034,2025-12-07T17:30:42,lot_completed,22.978
E00002043,M000034,2025-12-07T21:04:02,test_started,
E00002044,M000034,2025-12-07T21:12:09,test_completed,67.041
E00002045,M000035,2025-12-07T09:42:01,test_started,
E00002046,M000035,2025-12-07T10:00:36,test_completed,11.48
E00002047,M000036,2025-12-07T13:29:55,lot_started,
E00002048,M000036,2025-12-07T14:57:47,lot_completed,4.233
E00002049,M000037,2025-12-07T09:31:04,lot_started,
E00002050,M000037,2025-12-07T12:11:08,lot_completed,48.223
E00002051,M000038,2025-12-07T18:10:47,test_started,
E00002052,M000038,2025-12-07T18:51:22,test_completed,8.941
E00002053,M000038,2025-12-07T21:46:53,lot_started,
E00002054,M000038,2025-12-07T22:36:38,lot_completed,78.602
E00002055,M000038,2025-12-07T23:28:36,lot_started,
E00002056,M000038,2025-12-07T23:59:59.999999,lot_completed,37.871
E00002057,M000039,2025-12-07T21:22:32,lot_started,
E00002058,M000039,2025-12-07T22:15:28,lot_completed,23.595
E00002059,M000039,2025-12-07T22:21:58,test_started,
E00002060,M000039,2025-12-07T22:58:08,test_completed,36.978
E00002061,M000040,2025-12-07T21:22:31,test_started,
E00002062,M000040,2025-12-07T21:40:02,test_completed,55.631
E00002063,M000001,2025-12-08T04:32:04,test_started,
E00002064,M000001,2025-12-08T04:47:01,test_completed,46.392
E00002065,M000001,2025-12-08T06:05:41,lot_started,
E00002066,M000001,2025-12-08T06:50:01,lot_completed,43.389
E00002067,M000001,2025-12-08T11:16:31,test_started,
E00002068,M000001,2025-12-08T11:27:31,test_completed,57.036
E00002069,M000002,2025-12-08T09:19:45,test_started,
E00002070,M000002,2025-12-08T10:18:54,test_completed,38.634
E00002071,M000002,2025-12-08T21:54:36,lot_started,
E00002072,M000002,2025-12-08T23:59:59.999999,lot_completed,45.429
E00002073,M000003,2025-12-08T07:43:50,test_started,
E00002074,M000003,2025-12-08T07:54:35,test_completed,62.727
E00002075,M000003,2025-12-08T14:22:12,test_started,
E00002076,M000003,2025-12-08T15:06:12,test_completed,19.588
E00002077,M000003,2025-12-08T21:21:10,lot_started,
E00002078,M000003,2025-12-08T23:59:59.999999,lot_completed,26.578
E00002079,M000004,2025-12-08T22:58:43,lot_started,
E00002080,M000004,2025-12-08T23:59:59.999999,lot_completed,47.039
E00002081,M000005,2025-12-08T01:34:16,lot_started,
E00002082,M000005,2025-12-08T02:48:31,lot_completed,45.425
E00002083,M000005,2025-12-08T20:32:30,lot_started,
E00002084,M000005,2025-12-08T23:05:22,lot_completed,25.745
E00002085,M000006,2025-12-08T10:20:34,lot_started,
E00002086,M000006,2025-12-08T12:23:38,lot_completed,34.165
E00002087,M000007,2025-12-08T04:25:30,test_started,
E00002088,M000007,2025-12-08T04:40:24,test_completed,42.047
E00002089,M000008,2025-12-08T18:38:16,lot_started,
E00002090,M000008,2025-12-08T18:55:13,lot_completed,38.591
E00002091,M000009,2025-12-08T12:35:12,test_started,
E00002092,M000009,2025-12-08T13:16:48,test_completed,14.631
E00002093,M000009,2025-12-08T22:30:54,lot_started,
E00002094,M000009,2025-12-08T23:59:59.999999,lot_completed,23.079
E00002095,M000010,2025-12-08T17:42:36,test_started,
E00002096,M000010,2025-12-08T18:08:57,test_completed,77.161
E00002097,M000011,2025-12-08T09:11:46,lot_started,
E00002098,M000011,2025-12-08T13:58:57,lot_completed,84.003
E00002099,M000011,2025-12-08T20:17:39,test_started,
E00002100,M000011,2025-12-08T20:19:48,test_completed,97.436
E00002101,M000012,2025-12-08T05:16:01,lot_started,
E00002102,M000012,2025-12-08T06:11:15,lot_completed,40.676
E00002103,M000012,2025-12-08T14:18:59,test_started,
E00002104,M000012,2025-12-08T14:47:03,test_completed,91.321
E00002105,M000012,2025-12-08T18:59:57,test_started,
E00002106,M000012,2025-12-08T19:06:01,test_completed,99.344
E00002107,M000013,2025-12-08T02:53:42,test_started,
E00002108,M000013,2025-12-08T03:35:54,test_completed,67.962
E00002109,M000013,2025-12-08T08:06:02,test_started,
E00002110,M000013,2025-12-08T09:03:35,test_completed,35.567
E00002111,M000013,2025-12-08T12:16:36,test_started,
E00002112,M000013,2025-12-08T12:33:35,test_completed,99.266
E00002113,M000014,2025-12-08T08:03:34,test_started,
E00002114,M000014,2025-12-08T08:46:43,test_completed,99.73
E00002115,M000015,2025-12-08T08:58:02,lot_started,
E00002116,M000015,2025-12-08T14:08:47,lot_completed,33.902
E00002117,M000016,2025-12-08T07:34:56,test_started,
E00002118,M000016,2025-12-08T07:39:01,test_completed,92.929
E00002119,M000017,2025-12-08T13:09:34,test_started,
E00002120,M000017,2025-12-08T13:55:07,test_completed,70.735
E00002121,M000017,2025-12-08T19:33:11,lot_started,
E00002122,M000017,2025-12-08T23:02:07,lot_completed,7.131
E00002123,M000018,2025-12-08T04:40:17,test_started,
E00002124,M000018,2025-12-08T04:47:05,test_completed,46.306
E00002125,M000018,2025-12-08T12:59:34,test_started,
E00002126,M000018,2025-12-08T13:25:50,test_completed,77.775
E00002127,M000019,2025-12-08T16:40:05,test_started,
E00002128,M000019,2025-12-08T17:25:57,test_completed,14.916
